"","url","type","object_id","name","id","identifier","indicator_level","time_resolution","latest_value.value","latest_value.date","latest_value.unit"
"210","https://aplans.api.hel.ninja/v1/action/357/","action",357,"Öljylämmityksestä luopuminen ja sähkölämmityksen korvaaminen uusiutuvilla","a357","68",NA,NA,NA,NA,NA
"211","https://aplans.api.hel.ninja/v1/action/358/","action",358,"3D-Energia- ja ilmastoatlas","a358","69",NA,NA,NA,NA,NA
"212","https://aplans.api.hel.ninja/v1/action/359/","action",359,"Taloyhtiöpäättäjien energiaosaamisen parantaminen","a359","70",NA,NA,NA,NA,NA
"213","https://aplans.api.hel.ninja/v1/action/360/","action",360,"Helen hiilineutraali 2035","a360","71",NA,NA,NA,NA,NA
"214","https://aplans.api.hel.ninja/v1/action/362/","action",362,"Uusiutuvan sähkön hankinta","a362","73",NA,NA,NA,NA,NA
"215","https://aplans.api.hel.ninja/v1/indicator/389/","indicator",389,"Hankitun uusiutuvan sähkön määrä ja osuus koko sähkön kulutuksesta","i389","Hankitun uusiutuvan sähkön määrä ja osuus koko s","","year",NA,NA,NA
"216","https://aplans.api.hel.ninja/v1/action/366/","action",366,"Hybridilämmityksen edistäminen","a366","77",NA,NA,NA,NA,NA
"217","https://aplans.api.hel.ninja/v1/action/377/","action",377,"Puurakentamisen edistäminen asemakaavoituksella","a377","88",NA,NA,NA,NA,NA
"218","https://aplans.api.hel.ninja/v1/action/379/","action",379,"Ilmastonmuutos koulutyössä","a379","90",NA,NA,NA,NA,NA
"219","https://aplans.api.hel.ninja/v1/indicator/365/","indicator",365,"Täydennyskoulutettujen opettajien määrä","i365",NA,"operational","year",NA,NA,NA
"220","https://aplans.api.hel.ninja/v1/action/380/","action",380,"Yhteistyö koulujen ja oppilaitosten kanssa","a380","91",NA,NA,NA,NA,NA
"221","https://aplans.api.hel.ninja/v1/indicator/340/","indicator",340,"Harjoittelupaikkojen määrä","i340",NA,"operational","year",NA,NA,NA
"222","https://aplans.api.hel.ninja/v1/action/381/","action",381,"Ympäristökasvatus","a381","92",NA,NA,NA,NA,NA
"223","https://aplans.api.hel.ninja/v1/indicator/366/","indicator",366,"Vihreä Lippu -päiväkotien, peruskoulujen ja lukioiden määrä","i366",NA,"operational","year",NA,NA,NA
"224","https://aplans.api.hel.ninja/v1/action/382/","action",382,"Ilmastonmuutoskoulutus","a382","93",NA,NA,NA,NA,NA
"225","https://aplans.api.hel.ninja/v1/indicator/224/","indicator",224,"Kaupunkilaisille suunnattujen ympäristökasvatustapahtumien määrä","i224",NA,"operational","year",NA,NA,NA
"226","https://aplans.api.hel.ninja/v1/indicator/220/","indicator",220,"Järjestettyjen ympäristöosaamiskurssien määrä","i220",NA,"operational","year",NA,NA,NA
"227","https://aplans.api.hel.ninja/v1/action/383/","action",383,"Kaupunkiviljelyn edistäminen","a383","94",NA,NA,NA,NA,NA
"228","https://aplans.api.hel.ninja/v1/indicator/330/","indicator",330,"Kaupunkiviljelypaikkojen määrä","i330",NA,"operational","year",NA,NA,NA
"229","https://aplans.api.hel.ninja/v1/action/384/","action",384,"Ilmastoystävällisten ruokien lisääminen ruokalistoille","a384","95",NA,NA,NA,NA,NA
"230","https://aplans.api.hel.ninja/v1/indicator/417/","indicator",417,"Kasvisruokien määrä kuuden viikon ruokalistalla","i417",NA,"operational","year",NA,NA,NA
"231","https://aplans.api.hel.ninja/v1/indicator/418/","indicator",418,"Reseptiikassa tehdyt muutokset lihan ja maitotuotteiden käytön vähentämiseksi","i418",NA,"operational","year",NA,NA,NA
"232","https://aplans.api.hel.ninja/v1/indicator/419/","indicator",419,"Toimipaikkojen määrä, joissa on kasvipohjainen ruokajuomavaihtoehto tarjolla","i419",NA,"operational","year",NA,NA,NA
"233","https://aplans.api.hel.ninja/v1/action/386/","action",386,"Ruokahävikin vähentäminen kaupungin ruokapalveluissa","a386","97",NA,NA,NA,NA,NA
"234","https://aplans.api.hel.ninja/v1/indicator/415/","indicator",415,"Toimipaikat, joissa hävikin hallinnan seurantajärjestelmät on otettu käyttöön","i415",NA,"operational","year",NA,NA,NA
"235","https://aplans.api.hel.ninja/v1/indicator/416/","indicator",416,"Toteutettujen ruokahävikkikampanjoiden lukumäärä","i416",NA,"operational","year",NA,NA,NA
"236","https://aplans.api.hel.ninja/v1/action/387/","action",387,"Ruoan kuljetuksen ilmastopäästöt","a387","98",NA,NA,NA,NA,NA
"237","https://aplans.api.hel.ninja/v1/action/389/","action",389,"Tapahtumien ympäristövaikutusten vähentäminen","a389","100",NA,NA,NA,NA,NA
"238","https://aplans.api.hel.ninja/v1/indicator/354/","indicator",354,"Tapahtumille rakennettujen Ekokompassi-ympäristöjärjestelmien määrä","i354",NA,"operational","year",NA,NA,NA
"239","https://aplans.api.hel.ninja/v1/action/390/","action",390,"Henkilökohtainen päästökauppa","a390","101",NA,NA,NA,NA,NA
"240","https://aplans.api.hel.ninja/v1/indicator/355/","indicator",355,"Päästökaupassa mukana olevien kaupunkilaisten määrä","i355",NA,"operational","year",NA,NA,NA
"241","https://aplans.api.hel.ninja/v1/action/391/","action",391,"Merellinen strategia","a391","102",NA,NA,NA,NA,NA
"242","https://aplans.api.hel.ninja/v1/action/392/","action",392,"Jätteiden syntypaikkalajittelu","a392","103",NA,NA,NA,NA,NA
"243","https://aplans.api.hel.ninja/v1/indicator/351/","indicator",351,"Kartoitettujen kohteiden määrä","i351",NA,"operational","year",NA,NA,NA
"244","https://aplans.api.hel.ninja/v1/action/393/","action",393,"Jätekuljetusten optimointi","a393","104",NA,NA,NA,NA,NA
"245","https://aplans.api.hel.ninja/v1/indicator/382/","indicator",382,"Palaveri pidetty","i382",NA,"","year",NA,NA,NA
"246","https://aplans.api.hel.ninja/v1/action/395/","action",395,"Pakilan työkeskuksen, Uusix-verstaiden ja Pääkaupunkiseudun Kierrätyskeskuksen asiakasmäärien lisääminen","a395","106",NA,NA,NA,NA,NA
"247","https://aplans.api.hel.ninja/v1/indicator/208/","indicator",208,"Asiakaskäynnit","i208",NA,"operational","year",NA,NA,NA
"248","https://aplans.api.hel.ninja/v1/action/396/","action",396,"Hankintojen ilmastokriteerien kehittäminen","a396","107",NA,NA,NA,NA,NA
"249","https://aplans.api.hel.ninja/v1/indicator/88/","indicator", 88,"Kilpailutukset, joissa ilmastokriteereitä käytetty vähimmäisvaatimuksena tai vertailuperusteena","i88",NA,"operational","year",NA,NA,NA
"250","https://aplans.api.hel.ninja/v1/indicator/87/","indicator", 87,"Uusien ja päivitettyjen kriteerien määrä","i87",NA,"operational","year",NA,NA,NA
"251","https://aplans.api.hel.ninja/v1/indicator/246/","indicator",246,"Järjestettyjen vähähiilisten hankintojen koulutusten määrä","i246",NA,"operational","year",NA,NA,NA
"252","https://aplans.api.hel.ninja/v1/indicator/255/","indicator",255,"Osuus hankinnoista, joissa ilmastokriteerit on huomioitu","i255",NA,"operational","year",NA,NA,NA
"253","https://aplans.api.hel.ninja/v1/action/397/","action",397,"Hankintojen ilmastopäästöjen tunnistaminen ja arviointi","a397","108",NA,NA,NA,NA,NA
"254","https://aplans.api.hel.ninja/v1/indicator/250/","indicator",250,"Sellaisten hankintaprosessien määrä, joiden yhteydessä hankinnan hiilijalanjälki on laskettu","i250",NA,"operational","year",NA,NA,NA
"255","https://aplans.api.hel.ninja/v1/indicator/266/","indicator",266,"Sellaisten hankintojen määrä, jossa hankinnan hiilijalanjälki on vaikuttanut hankintapäätökseen","i266",NA,"operational","year",NA,NA,NA
"256","https://aplans.api.hel.ninja/v1/indicator/267/","indicator",267,"CO2 vähennysten määrä sellaisissa hankinnoissa, joissa hiilijalanjälki ohjaavana tekijänä","i267",NA,"operational","year",NA,NA,NA
"257","https://aplans.api.hel.ninja/v1/action/399/","action",399,"Hankintastrategisten tavoitteiden päivittäminen","a399","110",NA,NA,NA,NA,NA
"258","https://aplans.api.hel.ninja/v1/indicator/388/","indicator",388,"Hankintastrategia valmistunut ja sisältää vastuullisuustavoitteita","i388","Hankintastrategia valmistunut ja sisältää vastuu","","year",NA,NA,NA
"259","https://aplans.api.hel.ninja/v1/action/400/","action",400,"Julkisten toimijoiden yhteistyö vastuullisissa hankinnoissa","a400","111",NA,NA,NA,NA,NA
"260","https://aplans.api.hel.ninja/v1/indicator/385/","indicator",385,"Yhteistyöverkostojen lukumäärä","i385","Yhteistyöverkostojen lukumäärä","","year",NA,NA,NA
"261","https://aplans.api.hel.ninja/v1/action/401/","action",401,"Hankintojen ohjeiden ja raportoinnin kehittäminen","a401","112",NA,NA,NA,NA,NA
"262","https://aplans.api.hel.ninja/v1/indicator/386/","indicator",386,"Vastuullisten hankintojen kriteeripankki avattu Helmeen","i386","Vastuullisten hankintojen kriteeripankki avattu","","year",NA,NA,NA
"263","https://aplans.api.hel.ninja/v1/indicator/387/","indicator",387,"Sopimushallintajärjestelmässä otettu käyttöön vastuullisuuskriteerien sisällönseuranta","i387","Sopimushallintajärjestelmässä otettu käyttöön v","","year",NA,NA,NA
"264","https://aplans.api.hel.ninja/v1/action/402/","action",402,"Elintarvike- ja ruokapalveluhankintojen ilmastokriteerit","a402","113",NA,NA,NA,NA,NA
"265","https://aplans.api.hel.ninja/v1/indicator/201/","indicator",201,"Ilmastokriteerien läpileikkaavuus elintarvikehankintakategorioissa","i201",NA,"operational","year",NA,NA,NA
"266","https://aplans.api.hel.ninja/v1/indicator/200/","indicator",200,"Markkinavuoropuhelutilaisuuksien määrä suhteessa elintarvikehankintojen määrään","i200",NA,"operational","year",NA,NA,NA
"267","https://aplans.api.hel.ninja/v1/indicator/204/","indicator",204,"Sopimuskumppaneiden kanssa pidettyjen ympäristö- ja ilmastoasioiden käsittelykertojen lukumäärä","i204",NA,"operational","year",NA,NA,NA
"268","https://aplans.api.hel.ninja/v1/indicator/202/","indicator",202,"Ilmastokriteerit omaavien elintarvikehankintojen osuus - hankintakategoriat","i202",NA,"operational","year",NA,NA,NA
"269","https://aplans.api.hel.ninja/v1/indicator/259/","indicator",259,"Elintarvikehankinnat, joissa on käytetty ilmastokriteerejä vähimmäisvaatimuksena (lkm)","i259",NA,"operational","year",NA,NA,NA
"270","https://aplans.api.hel.ninja/v1/indicator/260/","indicator",260,"Elintarvikehankinnat, joissa on käytetty ilmastokriteerejä vähimmäisvaatimuksena (hinta)","i260",NA,"operational","year",NA,NA,NA
"271","https://aplans.api.hel.ninja/v1/action/403/","action",403,"Kiertotalouden ja jakamistalouden tiekartta","a403","114",NA,NA,NA,NA,NA
"272","https://aplans.api.hel.ninja/v1/indicator/79/","indicator", 79,"Toimenpiteiden CO2-säästöpotentiaali","i79",NA,"operational","year",NA,NA,NA
"273","https://aplans.api.hel.ninja/v1/action/404/","action",404,"Tila- ja resurssivarauspalvelu","a404","115",NA,NA,NA,NA,NA
"274","https://aplans.api.hel.ninja/v1/indicator/360/","indicator",360,"Kaupungin yhteisessä varausjärjestelmässä olevien tilojen ja resurssien määrä","i360",NA,"operational","year",NA,NA,NA
"275","https://aplans.api.hel.ninja/v1/action/405/","action",405,"Kirjasto on jakamistalouden suunnannäyttäjä","a405","116",NA,NA,NA,NA,NA
"276","https://aplans.api.hel.ninja/v1/indicator/361/","indicator",361,"Varaamon kautta varattujen tilojen käyttöaste","i361",NA,"operational","year",NA,NA,NA
"277","https://aplans.api.hel.ninja/v1/indicator/362/","indicator",362,"Varattavien laitteiden lainaus- ja käyttökerrat","i362",NA,"operational","year",NA,NA,NA
"278","https://aplans.api.hel.ninja/v1/indicator/363/","indicator",363,"Kirjastojen määrä, jotka tekevät yhteistyötä vertaispalvelutoimijoiden kanssa","i363",NA,"operational","year",NA,NA,NA
"279","https://aplans.api.hel.ninja/v1/action/406/","action",406,"Kalusteiden kierrätys kaupunkiorganisaatiossa","a406","117",NA,NA,NA,NA,NA
"280","https://aplans.api.hel.ninja/v1/indicator/212/","indicator",212,"Kalustekierrätyssovelluksen käyttöaste","i212",NA,"operational","year",NA,NA,NA
"281","https://aplans.api.hel.ninja/v1/action/407/","action",407,"Hävikki- ja ylijäämäruoan hyödyntäminen","a407","118",NA,NA,NA,NA,NA
"282","https://aplans.api.hel.ninja/v1/indicator/356/","indicator",356,"Ruokaa lahjoittavien toimijoiden määrä","i356",NA,"operational","year",NA,NA,NA
"283","https://aplans.api.hel.ninja/v1/action/408/","action",408,"Viherjätteen hyödyntäminen","a408","119",NA,NA,NA,NA,NA
"284","https://aplans.api.hel.ninja/v1/indicator/341/","indicator",341,"Käsitellyt biomassat","i341",NA,"operational","year",NA,NA,NA
"285","https://aplans.api.hel.ninja/v1/action/410/","action",410,"Kiertotalouden yhteistyö","a410","121",NA,NA,NA,NA,NA
"286","https://aplans.api.hel.ninja/v1/indicator/342/","indicator",342,"Hankkeiden määrä","i342",NA,"operational","year",NA,NA,NA
"287","https://aplans.api.hel.ninja/v1/action/411/","action",411,"Osallistava budjetointi","a411","122",NA,NA,NA,NA,NA
"288","https://aplans.api.hel.ninja/v1/indicator/352/","indicator",352,"Ehdotusten määrä","i352",NA,"operational","year",NA,NA,NA
"289","https://aplans.api.hel.ninja/v1/action/412/","action",412,"Älykkään ja puhtaan (Smart&Clean) liiketoiminnan kasvu","a412","123",NA,NA,NA,NA,NA
"290","https://aplans.api.hel.ninja/v1/indicator/346/","indicator",346,"Smart&clean-yritysten määrä","i346",NA,"tactical","year",NA,NA,NA
"291","https://aplans.api.hel.ninja/v1/action/414/","action",414,"Kaupunkilaisten vaikutusmahdollisuudet älykkäiden ja puhtaiden ratkaisujen kehittämisessä","a414","125",NA,NA,NA,NA,NA
"292","https://aplans.api.hel.ninja/v1/indicator/348/","indicator",348,"Osallistuneiden asukkaiden määrä","i348",NA,"operational","year",NA,NA,NA
"293","https://aplans.api.hel.ninja/v1/action/417/","action",417,"Älykkään ja puhtaan liiketoiminnan yhteiskehittäminen","a417","128",NA,NA,NA,NA,NA
"294","https://aplans.api.hel.ninja/v1/indicator/349/","indicator",349,"Innovatiivisten hankintojen määrä","i349",NA,"operational","year",NA,NA,NA
"295","https://aplans.api.hel.ninja/v1/indicator/350/","indicator",350,"Smart&clean-hankkeiden määrä","i350",NA,"operational","year",NA,NA,NA
"296","https://aplans.api.hel.ninja/v1/action/418/","action",418,"Kaupungin tytäryhteisöjen hiilineutraaliussuunnitelmat","a418","129",NA,NA,NA,NA,NA
"297","https://aplans.api.hel.ninja/v1/indicator/347/","indicator",347,"Hiilineutraalisuustavoitteen asettaneiden tytäryhteisöjen osuus","i347",NA,"operational","year",NA,NA,NA
"298","https://aplans.api.hel.ninja/v1/action/419/","action",419,"Hiilivarastojen ylläpito viheralueilla ja kaupunkiympäristössä","a419","130",NA,NA,NA,NA,NA
"299","https://aplans.api.hel.ninja/v1/indicator/357/","indicator",357,"Metsäisten alueiden osuus","i357",NA,"operational","year",NA,NA,NA
"300","https://aplans.api.hel.ninja/v1/action/423/","action",423,"Viherkerroin","a423","134",NA,NA,NA,NA,NA
"301","https://aplans.api.hel.ninja/v1/indicator/358/","indicator",358,"Kerrosala, jolle on osoitettu viherkerroin","i358",NA,"operational","year",NA,NA,NA
"302","https://aplans.api.hel.ninja/v1/action/424/","action",424,"Tietoa hiilivarastoista ja -nieluista","a424","135",NA,NA,NA,NA,NA
"303","https://aplans.api.hel.ninja/v1/indicator/359/","indicator",359,"Hiilinielujen määrä","i359",NA,"operational","year",NA,NA,NA
"304","https://aplans.api.hel.ninja/v1/action/425/","action",425,"Päästökompensaatiotapojen arviointi","a425","136",NA,NA,NA,NA,NA
"305","https://aplans.api.hel.ninja/v1/action/426/","action",426,"Sopeutumislinjaukset valmistellaan loppuun ja tuodaan päätöksentekoon","a426","137",NA,NA,NA,NA,NA
"306","https://aplans.api.hel.ninja/v1/action/432/","action",432,"Yritysfoorumi","a432","143",NA,NA,NA,NA,NA
"307","https://aplans.api.hel.ninja/v1/indicator/269/","indicator",269,"Toimenpideohjelmaa käsittelevien järjestettyjen tapahtumien määrä","i269",NA,"operational","year",NA,NA,NA
"308","https://aplans.api.hel.ninja/v1/indicator/268/","indicator",268,"Toimenpideohjelmaa käsitteleviin tapahtumiin osallistuneiden määrä","i268",NA,"tactical","year",NA,NA,NA
"309","https://aplans.api.hel.ninja/v1/action/433/","action",433,"Avoin päätöksentekokäytäntö","a433","144",NA,NA,NA,NA,NA
"310","https://aplans.api.hel.ninja/v1/indicator/62/","indicator", 62,"Aika toimenpiteiden edellisestä päivityksestä","i62","average_days_since_last_update","operational","day",6.580000e+01,2020-06-03,day
"311","https://aplans.api.hel.ninja/v1/indicator/289/","indicator",289,"Päästöpainotettu osuus toimenpideohjelmasta, joka hyvin manageroitu","i289",NA,"tactical","month",NA,NA,NA
"312","https://aplans.api.hel.ninja/v1/indicator/381/","indicator",381,"Toimenpiteet, joille asetettu tavoitteet","i381",NA,"operational","year",NA,NA,NA
"313","https://aplans.api.hel.ninja/v1/indicator/380/","indicator",380,"Toimenpiteet, joiden edistymistä seurataan","i380",NA,"operational","year",NA,NA,NA
"314","https://aplans.api.hel.ninja/v1/indicator/287/","indicator",287,"Kaupungin ympäristötilinpito luokittain","i287",NA,"tactical","year",NA,NA,NA
"315","https://aplans.api.hel.ninja/v1/indicator/288/","indicator",288,"Kaupungin ympäristötilinpito virastoittain","i288",NA,"tactical","year",NA,NA,NA
"316","https://aplans.api.hel.ninja/v1/indicator/195/","indicator",195,"Toimenpiteet, joilla on yhteyshenkilö","i195",NA,"operational","day",NA,NA,NA
"317","https://aplans.api.hel.ninja/v1/indicator/196/","indicator",196,"Ajan tasalla olevien toimenpiteiden osuus","i196","share_of_updated_indicators","operational","day",6.230000e+01,2020-06-03,%
"318","https://aplans.api.hel.ninja/v1/indicator/63/","indicator", 63,"Osuus HNH2035-mittareista, joille on määritelty kvantitatiivinen tavoite","i63",NA,"operational","year",NA,NA,NA
"319","https://aplans.api.hel.ninja/v1/indicator/61/","indicator", 61,"Osuus HNH2035-mittareista, joissa on taustalla tietokide","i61",NA,"operational","year",NA,NA,NA
"320","https://aplans.api.hel.ninja/v1/action/435/","action",435,"Päästövähennysten raportointi","a435","146",NA,NA,NA,NA,NA
"321","https://aplans.api.hel.ninja/v1/action/436/","action",436,"Toimenpideohjelman arviointi","a436","147",NA,NA,NA,NA,NA
